Attack_ID,Attack_Type,Target_Industry,Location,Date,Severity,Damage_Estimate(USD),Affected_Systems
7907,Ransomware,Healthcare,France,2022-01-15,Critical,1986932,186
7908,Zero-day Exploit,Energy,Russia,2023-05-16,Critical,2669968,391
7909,Ransomware,Retail,France,2015-09-30,High,167962,955
7910,DDoS,Government,Russia,2017-02-13,Critical,1752761,234
7911,Man-in-the-Middle,Finance,UK,2022-04-26,Critical,3328632,112
7912,Man-in-the-Middle,Technology,UK,2020-02-22,High,4942326,698
7913,Ransomware,Retail,Germany,2022-08-11,High,928851,686
7914,SQL Injection,Government,China,2016-01-04,Medium,2356039,689
7915,Ransomware,Defense,Brazil,2022-01-22,High,4422119,61
7916,SQL Injection,Healthcare,USA,2020-04-17,Critical,2287868,790
7917,Ransomware,Technology,France,2023-09-03,High,3189109,901
7918,Phishing,Government,Russia,2023-01-14,Low,2230155,198
7919,Phishing,Education,France,2024-03-31,Low,2305151,985
7920,Privilege Escalation,Finance,France,2022-11-09,Medium,4302892,854
7921,SQL Injection,Government,South Korea,2016-09-01,Low,2231175,187
7922,Malware,Government,Japan,2020-09-05,High,4252218,191
7923,Zero-day Exploit,E-commerce,Russia,2020-08-27,Medium,3611317,576
7924,Cross-site Scripting (XSS),Education,India,2019-12-25,Medium,1451001,231
7925,Phishing,Retail,France,2022-11-25,High,2573744,536
7926,Zero-day Exploit,Education,Brazil,2019-02-10,Critical,3623609,743
7927,Privilege Escalation,Energy,Germany,2022-04-28,High,4976683,569
7928,SQL Injection,Government,Russia,2024-07-08,Critical,1522078,579
7929,Cross-site Scripting (XSS),Education,France,2018-10-18,Medium,4055874,513
7930,Brute Force Attack,E-commerce,USA,2024-02-11,Critical,3273805,791
7931,Cross-site Scripting (XSS),Finance,Japan,2017-12-23,Medium,1022666,513
7932,DDoS,E-commerce,Japan,2024-12-03,Low,1371258,298
7933,Privilege Escalation,Technology,France,2016-11-06,Low,2567244,125
7934,Zero-day Exploit,Defense,South Korea,2020-06-03,Critical,4828273,976
7935,DDoS,Defense,USA,2018-05-18,Medium,4694012,88
7936,Ransomware,Energy,USA,2021-10-08,Low,3687355,398
7937,Privilege Escalation,Government,South Korea,2024-12-01,High,939144,633
7938,DDoS,Education,India,2021-10-30,Critical,4287527,524
7939,Cross-site Scripting (XSS),Retail,UK,2023-01-09,Critical,752540,722
7940,Phishing,Retail,USA,2019-11-04,Low,3604830,696
7941,Phishing,E-commerce,Japan,2024-12-05,Low,2235829,127
7942,Ransomware,Telecommunications,South Korea,2018-10-20,Low,1568903,907
7943,Phishing,Finance,France,2015-07-02,Medium,2655149,348
7944,DDoS,Technology,India,2020-10-18,Medium,4983232,798
7945,Man-in-the-Middle,Healthcare,India,2020-05-05,High,4068982,91
7946,Ransomware,E-commerce,Germany,2015-11-16,Low,4505848,62
7947,Privilege Escalation,Energy,India,2017-07-12,Critical,1956661,526
7948,Ransomware,Healthcare,France,2022-05-19,High,4944756,341
7949,Privilege Escalation,Retail,UK,2020-02-04,High,2151731,169
7950,SQL Injection,Energy,Japan,2019-08-26,High,3675047,481
7951,Ransomware,Telecommunications,UK,2017-04-16,Critical,3985331,703
7952,SQL Injection,Education,France,2021-05-15,High,381889,350
7953,DDoS,Retail,Russia,2024-03-26,High,2764616,185
7954,Zero-day Exploit,Telecommunications,China,2015-05-13,Low,64784,987
7955,DDoS,Education,Japan,2015-09-19,Critical,3826956,832
7956,Zero-day Exploit,E-commerce,India,2023-10-28,Medium,2776583,866
7957,Ransomware,Education,India,2019-06-04,High,993537,696
7958,Zero-day Exploit,Finance,UK,2021-05-27,Critical,739910,409
7959,Zero-day Exploit,Finance,South Korea,2024-03-06,Low,1109621,254
7960,SQL Injection,Technology,China,2016-05-05,High,2865797,742
7961,DDoS,Finance,Japan,2015-02-05,Medium,40652,988
7962,DDoS,Energy,Russia,2019-03-22,High,2489091,38
7963,DDoS,Healthcare,USA,2016-10-15,High,1412604,164
7964,Cross-site Scripting (XSS),Government,Brazil,2018-05-14,Medium,4658529,462
7965,Malware,Telecommunications,Russia,2024-12-17,Critical,2013470,162
7966,Phishing,Technology,Germany,2018-10-18,Low,1704510,40
7967,DDoS,Defense,Brazil,2020-01-25,Low,4379604,940
7968,Brute Force Attack,Defense,South Korea,2023-01-08,Low,2804338,216
7969,Man-in-the-Middle,Energy,Japan,2015-03-25,High,2847938,103
7970,DDoS,Telecommunications,Japan,2018-03-03,Low,1744679,770
7971,Zero-day Exploit,Technology,Russia,2018-12-07,Critical,4248924,190
7972,Phishing,Retail,Brazil,2019-02-25,High,2494025,754
7973,Privilege Escalation,Technology,Brazil,2023-08-01,Medium,3572053,105
7974,Phishing,E-commerce,USA,2023-03-16,Medium,3095946,616
7975,DDoS,E-commerce,France,2022-11-05,Medium,3224478,49
7976,SQL Injection,Government,Russia,2017-11-20,Low,4396552,825
7977,Zero-day Exploit,Healthcare,Germany,2015-02-02,Medium,1192121,397
7978,DDoS,Energy,France,2018-03-22,Critical,601928,613
7979,Brute Force Attack,Defense,India,2016-03-06,Critical,185190,757
7980,Ransomware,Government,South Korea,2016-11-06,Medium,1256954,729
7981,Zero-day Exploit,Technology,UK,2015-03-23,Medium,598587,807
7982,Malware,Defense,Germany,2015-07-10,Critical,5932,853
7983,Malware,E-commerce,UK,2021-07-31,High,2885454,513
7984,SQL Injection,Healthcare,China,2018-02-09,High,4673742,80
7985,Zero-day Exploit,E-commerce,Brazil,2017-08-18,Critical,1304553,376
7986,Brute Force Attack,E-commerce,UK,2017-05-23,High,900613,696
7987,SQL Injection,Government,UK,2024-05-30,Medium,3425590,141
7988,Privilege Escalation,Healthcare,Japan,2018-03-18,Critical,4564957,466
7989,Malware,Healthcare,Brazil,2016-12-15,Low,2594185,999
7990,SQL Injection,E-commerce,South Korea,2024-10-04,Critical,3864731,154
7991,SQL Injection,Energy,Germany,2020-07-28,High,76304,512
7992,Phishing,Education,Japan,2024-09-08,Critical,1993548,544
7993,Malware,Defense,Germany,2023-08-03,Medium,3896427,415
7994,Privilege Escalation,Technology,USA,2017-04-08,Low,1861374,426
7995,Zero-day Exploit,Technology,Germany,2015-12-20,Medium,2043199,277
7996,Man-in-the-Middle,E-commerce,Russia,2022-03-02,Low,2536208,342
7997,Privilege Escalation,E-commerce,India,2020-06-08,Critical,903983,993
7998,SQL Injection,Defense,Germany,2023-03-10,Medium,1754650,315
7999,Ransomware,Healthcare,France,2019-07-15,Low,2198846,437
8000,SQL Injection,Education,South Korea,2015-04-27,Critical,919137,623
8001,Cross-site Scripting (XSS),Education,France,2019-06-10,Critical,2642355,994
8002,Malware,Energy,India,2017-07-12,Low,1725146,843
8003,Man-in-the-Middle,Technology,Brazil,2017-12-15,Low,3041287,575
8004,Man-in-the-Middle,Government,France,2023-09-08,Critical,2970267,567
8005,Brute Force Attack,Finance,Germany,2023-08-10,Low,4394003,541
8006,Phishing,Healthcare,France,2018-10-08,Low,2986434,391
8007,Malware,Government,India,2019-03-17,Low,3645150,903
8008,Phishing,Energy,South Korea,2017-10-13,High,1957369,540
8009,Brute Force Attack,Retail,Japan,2015-09-27,Critical,2761231,726
8010,Malware,Healthcare,Russia,2023-06-05,Low,3351809,648
8011,Phishing,Energy,India,2021-11-26,Low,2493062,489
8012,Ransomware,Telecommunications,Russia,2020-09-19,Critical,4363500,772
8013,SQL Injection,E-commerce,France,2016-02-29,Medium,3716141,568
8014,Brute Force Attack,Energy,UK,2023-02-12,Critical,703481,954
8015,Zero-day Exploit,Education,China,2023-02-20,Critical,1350387,59
8016,Man-in-the-Middle,Telecommunications,Russia,2018-11-06,Critical,2546439,7
8017,Man-in-the-Middle,Finance,China,2018-08-08,Critical,907094,890
8018,Malware,Government,UK,2017-10-05,High,1701258,143
8019,Malware,Defense,USA,2017-07-08,Critical,4703569,967
8020,Zero-day Exploit,Retail,China,2018-12-31,Low,3562235,766
8021,Zero-day Exploit,Telecommunications,Russia,2022-09-19,Medium,3862517,76
8022,DDoS,Government,China,2018-02-18,Low,3931327,651
8023,Privilege Escalation,Healthcare,Japan,2023-02-24,Low,2203295,530
8024,Phishing,Telecommunications,UK,2021-12-16,Critical,336372,788
8025,Cross-site Scripting (XSS),Retail,UK,2017-06-29,Low,1818193,887
8026,Brute Force Attack,Energy,USA,2020-05-01,Low,3648524,508
8027,Ransomware,Healthcare,India,2023-02-24,Low,3843858,785
8028,Privilege Escalation,E-commerce,Russia,2023-05-25,High,3744301,405
8029,Cross-site Scripting (XSS),Healthcare,USA,2015-01-29,Medium,436767,126
8030,Zero-day Exploit,Retail,South Korea,2018-08-10,Critical,2193159,605
8031,Brute Force Attack,Government,France,2023-06-04,Critical,4889156,115
8032,Zero-day Exploit,Healthcare,Japan,2023-10-06,High,4583950,279
8033,Malware,Energy,Brazil,2022-03-09,Medium,7301,604
8034,Brute Force Attack,Education,Germany,2022-10-14,Critical,4582598,160
8035,Cross-site Scripting (XSS),Education,Japan,2021-11-04,Low,2975396,284
8036,Man-in-the-Middle,E-commerce,China,2018-12-14,Low,4482349,414
8037,Phishing,Education,Russia,2021-11-24,Medium,695491,857
8038,Malware,Healthcare,UK,2015-07-30,Medium,3183649,671
8039,Man-in-the-Middle,Retail,USA,2019-01-06,Medium,1529547,489
8040,Ransomware,Finance,UK,2019-08-30,High,1000465,452
8041,Cross-site Scripting (XSS),Finance,India,2016-01-14,Medium,2625471,365
8042,Malware,Retail,Brazil,2021-01-16,Critical,2933574,497
8043,DDoS,Education,South Korea,2021-11-28,Critical,4810658,95
8044,SQL Injection,Healthcare,USA,2016-10-04,High,4611411,54
8045,Cross-site Scripting (XSS),Healthcare,Japan,2015-10-02,Medium,3044427,8
8046,Zero-day Exploit,Energy,India,2023-03-26,Critical,2999231,636
8047,Ransomware,Energy,Japan,2023-04-14,High,2390830,996
8048,Zero-day Exploit,Healthcare,Brazil,2021-07-29,Low,1044514,208
8049,Malware,Education,USA,2021-03-12,Medium,332258,503
8050,SQL Injection,Finance,India,2022-06-03,Medium,4605212,81
8051,Malware,Technology,Japan,2020-11-11,High,2289993,138
8052,Phishing,Defense,Japan,2018-07-04,High,3290436,715
8053,SQL Injection,Telecommunications,Brazil,2020-03-26,Critical,1945395,894
8054,SQL Injection,Education,France,2024-12-04,Medium,3596246,151
8055,Malware,E-commerce,Germany,2023-09-26,High,296268,30
8056,Malware,Telecommunications,USA,2018-11-27,Medium,2816751,971
8057,Zero-day Exploit,Finance,UK,2020-06-07,Critical,4742216,128
8058,Ransomware,Government,UK,2020-05-20,Medium,4450952,688
8059,Man-in-the-Middle,Finance,Japan,2018-10-27,Low,2846119,117
8060,Man-in-the-Middle,Retail,USA,2017-06-02,Medium,4108844,507
8061,Ransomware,Defense,USA,2020-08-19,Medium,509861,34
8062,Malware,Energy,USA,2024-12-12,Low,1409039,150
8063,Privilege Escalation,Government,Germany,2018-09-12,Low,3116541,624
8064,Cross-site Scripting (XSS),Finance,USA,2018-07-10,Medium,2948288,653
8065,Man-in-the-Middle,Healthcare,UK,2015-08-28,High,1312615,35
8066,Brute Force Attack,Technology,USA,2022-02-08,High,2379961,253
8067,Brute Force Attack,Retail,Germany,2015-01-28,Critical,2014629,600
8068,Zero-day Exploit,Finance,India,2023-12-10,High,4795475,589
8069,Cross-site Scripting (XSS),Government,Germany,2021-06-02,High,993975,521
8070,Man-in-the-Middle,Education,Japan,2018-12-09,Critical,4961822,381
8071,Phishing,Energy,Russia,2021-05-09,Low,773758,749
8072,Ransomware,Defense,France,2021-12-23,Low,1823827,61
8073,Cross-site Scripting (XSS),Defense,India,2016-12-11,Medium,2693264,12
8074,Brute Force Attack,Healthcare,USA,2017-06-08,Medium,1905962,612
8075,Ransomware,Technology,Germany,2023-01-02,High,3581593,919
8076,Zero-day Exploit,Telecommunications,Brazil,2018-06-02,High,1542976,948
8077,Man-in-the-Middle,Education,USA,2022-06-17,High,3221164,204
8078,Brute Force Attack,Government,Japan,2015-08-26,Critical,1606308,653
8079,Zero-day Exploit,Education,China,2023-11-30,Critical,178265,644
8080,Zero-day Exploit,E-commerce,Brazil,2022-07-11,Low,829588,827
8081,Ransomware,Healthcare,Russia,2021-01-04,Critical,1598259,715
8082,Privilege Escalation,Healthcare,Brazil,2016-01-18,Critical,3708910,134
8083,Cross-site Scripting (XSS),Energy,France,2015-12-07,High,1114425,174
8084,Zero-day Exploit,Energy,Russia,2021-03-28,Low,3919069,704
8085,Malware,Government,South Korea,2021-01-18,High,2979462,974
8086,DDoS,Finance,Japan,2021-03-11,Critical,2801769,286
8087,Cross-site Scripting (XSS),Energy,France,2017-01-22,Low,3119893,377
8088,Brute Force Attack,Healthcare,Russia,2024-03-29,Low,1288199,733
8089,DDoS,Technology,Russia,2018-04-06,Medium,3043883,517
8090,Phishing,Retail,China,2023-07-24,Critical,790428,380
8091,Malware,Education,USA,2017-01-27,Critical,271582,136
8092,Ransomware,Energy,China,2021-03-26,Low,1680053,757
8093,Man-in-the-Middle,Healthcare,China,2019-02-24,Critical,798826,443
8094,Privilege Escalation,Education,Japan,2023-06-10,Critical,3576438,477
8095,DDoS,Defense,USA,2021-02-26,Medium,718453,994
8096,Zero-day Exploit,Retail,China,2017-02-20,Critical,3739902,398
8097,Zero-day Exploit,Energy,USA,2023-11-02,High,993868,189
8098,Brute Force Attack,Defense,Russia,2019-05-07,Medium,3184282,90
8099,SQL Injection,Education,USA,2024-10-31,High,1389947,933
8100,Brute Force Attack,Energy,Russia,2021-09-13,Critical,2189851,889
8101,Cross-site Scripting (XSS),Government,UK,2019-04-29,Critical,385064,584
8102,Malware,Telecommunications,USA,2023-07-12,High,3970822,319
8103,Zero-day Exploit,Defense,China,2024-08-02,Medium,2459140,160
8104,Phishing,Healthcare,France,2017-01-19,High,2305613,560
8105,Cross-site Scripting (XSS),E-commerce,USA,2015-02-27,Critical,4133035,806
8106,Cross-site Scripting (XSS),Energy,Brazil,2017-04-23,High,2064381,406
8107,Malware,Education,China,2022-09-30,Critical,4114824,586
8108,Zero-day Exploit,Energy,UK,2015-06-05,Critical,2594746,894
8109,Malware,Telecommunications,China,2022-07-29,Medium,3848989,800
8110,Phishing,Technology,South Korea,2016-01-30,Critical,4842715,352
8111,Cross-site Scripting (XSS),Telecommunications,Brazil,2015-07-16,Low,1120891,180
8112,Phishing,Telecommunications,Russia,2024-10-27,Medium,2288488,408
8113,SQL Injection,Education,China,2024-04-25,Critical,2193835,731
8114,DDoS,Energy,Germany,2023-04-25,Critical,2089132,956
8115,Cross-site Scripting (XSS),Retail,China,2016-09-09,Low,3096637,45
8116,Zero-day Exploit,Education,India,2015-07-06,High,3649828,322
8117,DDoS,Healthcare,USA,2021-05-26,High,3131000,699
8118,Malware,Healthcare,France,2019-07-01,Low,564450,651
8119,Ransomware,Healthcare,China,2015-07-15,Critical,3808708,365
8120,Brute Force Attack,Technology,Brazil,2023-04-27,Medium,3657693,869
8121,Brute Force Attack,Retail,India,2023-12-24,Critical,4835738,907
8122,Malware,Technology,Brazil,2024-03-18,Critical,2123259,845
8123,Privilege Escalation,E-commerce,Russia,2019-10-28,High,3487833,183
8124,Phishing,Retail,USA,2016-01-10,Low,3129676,20
8125,Man-in-the-Middle,Telecommunications,France,2020-09-13,High,4204645,685
8126,SQL Injection,Defense,India,2016-07-09,Critical,2569485,37
8127,DDoS,Telecommunications,India,2020-09-10,High,3840120,515
8128,SQL Injection,Defense,Germany,2019-12-20,Low,1788573,691
8129,Man-in-the-Middle,Defense,France,2016-07-10,Low,4834303,85
8130,Brute Force Attack,Healthcare,Japan,2024-05-09,Medium,939971,233
8131,Malware,E-commerce,USA,2016-01-31,High,3662456,794
8132,SQL Injection,Technology,South Korea,2017-04-23,High,3601480,759
8133,Malware,Defense,USA,2020-12-20,High,3826423,73
8134,SQL Injection,Retail,France,2022-01-20,High,1329891,614
8135,Man-in-the-Middle,Technology,USA,2023-05-21,High,3645394,642
8136,Phishing,Retail,South Korea,2024-02-24,Low,4696539,521
8137,Man-in-the-Middle,E-commerce,Japan,2021-12-15,Medium,4366531,788
8138,Privilege Escalation,Education,China,2018-05-23,Critical,4058545,56
8139,Man-in-the-Middle,Healthcare,China,2020-09-24,Critical,1475403,39
8140,Zero-day Exploit,Retail,Japan,2022-12-07,Low,611166,404
8141,Ransomware,E-commerce,Russia,2024-10-23,Low,2452807,804
8142,DDoS,Telecommunications,UK,2016-09-06,Critical,1743340,169
8143,Zero-day Exploit,Education,China,2016-10-25,Medium,1053133,828
8144,Brute Force Attack,Education,UK,2015-04-08,High,867337,189
8145,Ransomware,Education,India,2018-01-07,Critical,4682268,915
8146,Ransomware,Telecommunications,Brazil,2019-08-12,Critical,62319,193
8147,SQL Injection,Finance,Germany,2015-02-28,Medium,581235,931
8148,Brute Force Attack,Education,India,2016-08-24,High,4204849,613
8149,Ransomware,Healthcare,China,2023-10-19,Low,1468988,977
8150,Malware,Healthcare,France,2024-09-26,Low,3696768,234
8151,Ransomware,Retail,Japan,2019-09-03,High,2740890,239
8152,Brute Force Attack,Telecommunications,USA,2015-03-30,Low,3156384,631
8153,DDoS,E-commerce,Russia,2016-03-10,High,1104639,507
8154,Ransomware,Retail,India,2019-05-11,Low,2912105,487
8155,Cross-site Scripting (XSS),Telecommunications,South Korea,2019-01-25,Medium,691101,833
8156,Ransomware,E-commerce,Brazil,2020-05-20,Low,2338753,340
8157,SQL Injection,Retail,France,2021-01-20,Critical,2503516,203
8158,Privilege Escalation,Healthcare,China,2017-02-24,Low,3466247,614
8159,Zero-day Exploit,Defense,USA,2023-03-23,High,3775050,654
8160,Malware,E-commerce,India,2016-05-17,Low,620188,976
8161,DDoS,Telecommunications,Brazil,2024-07-21,High,827373,901
8162,Cross-site Scripting (XSS),Technology,USA,2019-10-28,Low,204734,238
8163,Privilege Escalation,Government,USA,2016-09-25,Medium,2803251,768
8164,SQL Injection,Energy,USA,2017-08-20,Medium,2957581,324
8165,Zero-day Exploit,Finance,Brazil,2018-02-20,High,3834563,82
8166,Malware,Education,Brazil,2017-05-25,High,4731650,216
8167,Privilege Escalation,Finance,Russia,2015-01-26,Critical,1479992,936
8168,Phishing,E-commerce,France,2023-12-18,Low,629199,798
8169,SQL Injection,Telecommunications,India,2024-04-07,High,1020295,739
8170,DDoS,Education,China,2023-12-22,Medium,45400,108
8171,DDoS,Defense,Germany,2021-02-16,High,1550348,661
8172,Malware,E-commerce,Germany,2023-02-09,Low,1244438,975
8173,SQL Injection,Energy,Brazil,2020-01-27,Low,1421217,962
8174,Brute Force Attack,Technology,USA,2024-12-03,Critical,1534227,797
8175,Cross-site Scripting (XSS),Retail,Germany,2021-07-02,Low,968587,397
8176,Zero-day Exploit,Education,Brazil,2024-12-17,Medium,3551182,645
8177,Zero-day Exploit,E-commerce,China,2015-06-24,High,3076207,977
8178,Zero-day Exploit,E-commerce,France,2016-11-30,Low,2741037,344
8179,Brute Force Attack,Energy,France,2022-10-19,Low,1714753,290
8180,Man-in-the-Middle,Telecommunications,Russia,2019-04-07,Medium,3182851,105
8181,Cross-site Scripting (XSS),Healthcare,Germany,2021-03-06,Critical,1620671,154
8182,Malware,Healthcare,UK,2021-08-09,Medium,996087,291
8183,Cross-site Scripting (XSS),Energy,USA,2024-03-29,Medium,3148291,221
8184,Zero-day Exploit,Technology,UK,2024-03-16,Medium,3793618,816
8185,DDoS,Energy,Japan,2024-09-07,Medium,64153,899
8186,Privilege Escalation,Healthcare,Japan,2015-01-10,Low,4790012,799
8187,Brute Force Attack,Finance,India,2018-09-13,Medium,2393259,145
8188,Ransomware,Defense,South Korea,2016-07-02,Low,3498393,155
8189,Cross-site Scripting (XSS),E-commerce,South Korea,2017-09-28,Critical,3084102,601
8190,Privilege Escalation,Technology,USA,2017-05-10,Low,2749099,984
8191,DDoS,Government,Germany,2018-09-16,Medium,4652873,713
8192,Man-in-the-Middle,Telecommunications,China,2020-11-29,Medium,3731608,774
8193,Brute Force Attack,Healthcare,China,2015-12-01,Critical,2377721,476
8194,Malware,E-commerce,China,2018-08-19,High,725654,254
8195,Zero-day Exploit,Telecommunications,Germany,2021-01-24,Low,1855915,237
8196,Man-in-the-Middle,Government,Brazil,2018-02-22,Low,2949072,884
8197,Ransomware,Government,South Korea,2017-03-11,High,4860700,530
8198,Ransomware,Education,South Korea,2017-03-11,Medium,4600827,948
8199,Cross-site Scripting (XSS),Retail,UK,2021-09-29,Low,3773906,536
8200,SQL Injection,Education,South Korea,2016-01-16,Low,1419446,166
8201,Cross-site Scripting (XSS),Telecommunications,South Korea,2018-02-01,Medium,4776513,495
8202,Privilege Escalation,Finance,South Korea,2019-09-23,High,703642,689
8203,SQL Injection,Education,USA,2023-01-22,Medium,4579733,952
8204,Privilege Escalation,Healthcare,Russia,2022-10-17,High,3987100,562
8205,Man-in-the-Middle,Energy,USA,2015-05-17,Medium,499033,331
8206,Man-in-the-Middle,Finance,South Korea,2020-04-28,Low,2567864,141
8207,Zero-day Exploit,Retail,India,2019-08-13,Critical,4677687,347
8208,Zero-day Exploit,Telecommunications,USA,2017-08-13,Low,4604593,918
8209,Ransomware,Telecommunications,Japan,2022-05-10,Critical,3376878,22
8210,Zero-day Exploit,E-commerce,South Korea,2023-01-23,Medium,4688375,985
8211,Cross-site Scripting (XSS),Healthcare,South Korea,2019-03-26,High,2564560,684
8212,Brute Force Attack,Technology,China,2020-09-22,High,2157776,249
8213,Man-in-the-Middle,Finance,Germany,2021-03-23,High,2146240,108
8214,Man-in-the-Middle,Defense,USA,2022-05-13,High,3634594,20
8215,Brute Force Attack,Technology,China,2020-05-06,Medium,4733806,156
8216,SQL Injection,Education,South Korea,2020-12-22,Critical,3178337,907
8217,DDoS,Finance,UK,2018-11-16,Critical,450297,461
8218,Cross-site Scripting (XSS),Healthcare,UK,2019-08-07,Medium,819574,259
8219,Man-in-the-Middle,Defense,Russia,2023-08-01,Medium,4880819,771
8220,Malware,Energy,India,2019-12-12,High,659234,398
8221,Cross-site Scripting (XSS),Telecommunications,Russia,2020-09-23,Medium,3371571,779
8222,Man-in-the-Middle,E-commerce,China,2019-02-09,High,2418503,142
8223,Privilege Escalation,E-commerce,UK,2015-04-07,High,3795416,227
8224,Brute Force Attack,Finance,France,2021-07-08,High,2237982,364
8225,DDoS,Education,South Korea,2022-01-05,Medium,4893644,587
8226,Ransomware,Finance,China,2021-06-22,High,2129678,918
8227,Malware,Government,South Korea,2016-07-10,Critical,920009,291
8228,Cross-site Scripting (XSS),E-commerce,USA,2016-04-30,Medium,662713,604
8229,Cross-site Scripting (XSS),Retail,Japan,2017-10-25,High,2512091,89
8230,Brute Force Attack,E-commerce,Russia,2019-06-03,Critical,100615,854
8231,Ransomware,E-commerce,India,2021-02-12,High,2294230,391
8232,DDoS,Defense,Japan,2020-10-08,Low,1341158,768
8233,Ransomware,Technology,China,2018-12-12,High,3926357,283
8234,Privilege Escalation,Energy,South Korea,2022-09-21,High,4624888,723
8235,Man-in-the-Middle,Defense,Russia,2017-04-22,Critical,4100791,267
8236,Zero-day Exploit,Education,China,2024-08-04,Low,541920,203
8237,Ransomware,Healthcare,China,2020-09-17,High,864186,882
8238,Malware,Finance,USA,2020-11-30,Low,1736110,538
8239,Privilege Escalation,E-commerce,UK,2016-07-01,High,26288,144
8240,Phishing,Technology,Russia,2015-04-04,High,3017051,806
8241,Brute Force Attack,Defense,USA,2019-01-28,Critical,4475090,624
8242,Cross-site Scripting (XSS),Healthcare,South Korea,2023-06-12,High,4021372,198
8243,Brute Force Attack,Healthcare,Brazil,2019-06-30,High,1070878,196
8244,Ransomware,Finance,Russia,2021-03-05,Medium,2528547,125
8245,SQL Injection,Energy,UK,2023-10-04,Low,985608,452
8246,DDoS,Finance,UK,2017-10-14,Critical,1141523,684
8247,Zero-day Exploit,Healthcare,France,2017-04-27,Low,1897074,714
8248,DDoS,E-commerce,USA,2021-01-07,High,1892113,348
8249,DDoS,Defense,South Korea,2016-10-31,Medium,2813029,369
8250,Phishing,Technology,Germany,2015-11-15,Critical,2393080,995
8251,Malware,Education,Germany,2021-04-29,High,3663319,232
8252,SQL Injection,Retail,China,2024-04-13,Critical,3501978,221
8253,Cross-site Scripting (XSS),Healthcare,UK,2020-11-10,Low,1740017,511
8254,Privilege Escalation,Technology,Japan,2024-12-31,Medium,3183245,992
8255,Brute Force Attack,E-commerce,Germany,2018-07-15,Critical,4254511,783
8256,SQL Injection,Technology,France,2020-02-02,Low,2210394,425
8257,SQL Injection,Finance,Germany,2015-08-12,Low,3799635,236
8258,Malware,Finance,China,2015-01-04,Medium,4112051,169
8259,SQL Injection,Energy,Germany,2017-01-13,Low,3871998,332
8260,Phishing,Defense,China,2019-11-12,Low,1649855,771
8261,Phishing,Education,Russia,2024-08-07,Critical,1432433,634
8262,Brute Force Attack,Retail,Germany,2024-11-18,Critical,968921,966
8263,Cross-site Scripting (XSS),Healthcare,China,2018-08-30,Low,3053022,186
8264,Ransomware,E-commerce,South Korea,2024-06-03,Low,2590623,253
8265,Privilege Escalation,Energy,USA,2021-10-23,Critical,4498228,533
8266,Phishing,Energy,UK,2024-12-18,Low,2017640,280
8267,Zero-day Exploit,Technology,China,2024-07-25,High,1169469,586
8268,SQL Injection,Energy,France,2020-05-05,Low,881638,704
8269,Privilege Escalation,Education,USA,2024-09-10,Low,1554858,773
8270,Phishing,Healthcare,Japan,2015-03-14,Medium,3807099,224
8271,Phishing,Retail,Brazil,2016-05-03,Medium,4857866,660
8272,Brute Force Attack,Finance,Japan,2020-03-03,High,1976948,345
8273,Malware,Government,Germany,2015-04-12,Critical,4828376,541
8274,Privilege Escalation,Finance,France,2022-11-22,Critical,1344327,694
8275,DDoS,Technology,India,2021-01-11,Medium,4569530,995
8276,Zero-day Exploit,E-commerce,Germany,2024-03-20,Critical,4109785,713
8277,SQL Injection,Healthcare,USA,2017-11-11,Medium,1032241,140
8278,DDoS,Finance,China,2023-09-03,Low,1898267,550
8279,Phishing,Energy,China,2015-07-07,Medium,4675142,151
8280,DDoS,Technology,UK,2015-01-10,Medium,4534827,851
8281,Privilege Escalation,Energy,Japan,2019-06-03,Critical,3143992,725
8282,Ransomware,Retail,Russia,2016-03-12,Critical,4539855,950
8283,Phishing,Retail,France,2015-04-20,Low,4721168,206
8284,Cross-site Scripting (XSS),Telecommunications,South Korea,2016-04-24,Medium,4367343,296
8285,Cross-site Scripting (XSS),Energy,Japan,2022-10-25,Low,545235,573
8286,Phishing,Government,USA,2017-03-11,Critical,3613648,91
8287,Brute Force Attack,E-commerce,UK,2019-12-23,High,2687212,541
8288,SQL Injection,E-commerce,India,2024-10-12,High,1617325,147
8289,Man-in-the-Middle,Retail,Germany,2017-12-16,Critical,3368955,210
8290,Zero-day Exploit,Healthcare,Japan,2016-01-23,Low,4322592,487
8291,Cross-site Scripting (XSS),Technology,Russia,2017-08-07,High,4586169,24
8292,Phishing,Retail,Germany,2021-03-08,High,4811865,935
8293,Phishing,Technology,Russia,2015-12-20,Low,1911976,390
8294,Man-in-the-Middle,Education,India,2023-03-18,High,1576857,49
8295,Privilege Escalation,Healthcare,India,2022-05-23,Medium,201769,132
8296,Zero-day Exploit,Defense,Germany,2018-04-29,High,976711,306
8297,Brute Force Attack,Finance,Russia,2016-03-31,Medium,3659503,949
8298,DDoS,Finance,France,2023-11-03,High,1358211,697
8299,Brute Force Attack,E-commerce,China,2018-04-07,Medium,539783,219
8300,Privilege Escalation,E-commerce,USA,2022-11-14,Medium,4020568,574
8301,Malware,Retail,UK,2019-04-10,High,2511170,325
8302,Man-in-the-Middle,Energy,South Korea,2018-07-22,High,3490687,434
8303,Ransomware,Telecommunications,India,2023-07-13,Critical,1065556,475
8304,DDoS,Education,Japan,2020-05-17,Medium,2384618,863
8305,Zero-day Exploit,Telecommunications,China,2018-09-22,Low,1094077,659
